external_id,title,short_title,description,category,tags,start_datetime,end_datetime,venue_title,venue_address,venue_lat,venue_lon,price_min,price_raw,is_free,age_restriction,image_url,site_url,source,parsed_at
,Съёмки «Абушоу» | 16:00,Съёмки «Абушоу» | 16:00,"Купить билеты на Съёмки «Абушоу» | 16:00 в городе Санкт-Петербург, ул. Восстания 24/27Б. Начало 12 июля 2026, цена — 3500₽.",stand-up,,12 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 12 июля 2026 в 16:00 Зав,,,900,от 900 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/semki-abushou-1600-316852/og.png,https://kaverafisha.ru/saint-petersburg/events/semki-abushou-1600-316852,kaver,2026-07-12 00:20:22
,Съёмки «Абушоу» | 18:30,Съёмки «Абушоу» | 18:30,"Купить билеты на Съёмки «Абушоу» | 18:30 в городе Санкт-Петербург, ул. Восстания 24/27Б. Начало 12 июля 2026, цена — 3500₽.",stand-up,,12 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 12 июля 2026 в 18:30 Зав,,,900,от 900 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/semki-abushou-1830-316853/og.png,https://kaverafisha.ru/saint-petersburg/events/semki-abushou-1830-316853,kaver,2026-07-12 00:20:24
,Стендап вечер,Стендап вечер,"Купить билеты на Стендап вечер в городе Санкт-Петербург, Литейный просп., 17-19. Начало 12 июля 2026, цена — 600₽.",stand-up,,12 июля 2026,,Homie,,,,900,от 900 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/stendap-vecher-295851/og.png,https://kaverafisha.ru/saint-petersburg/events/stendap-vecher-295851,kaver,2026-07-12 00:20:27
,Грязный стендап,Грязный стендап,"Купить билеты на Грязный стендап в городе Санкт-Петербург, ул. Восстания 24/27Б. Начало 11 июля 2026, цена — от 900₽ до 1100₽.",stand-up,,11 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 11 июля 2026 в 23:00 Зав,,,900,от 900 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/gryaznyy-stendap-314172/og.png,https://kaverafisha.ru/saint-petersburg/events/gryaznyy-stendap-314172,kaver,2026-07-12 00:20:29
,Фестиваль электронной хаус музыки,Фестиваль электронной хаус музыки,"Купить билеты на Фестиваль электронной хаус музыки в городе Санкт-Петербург, Savana, Приморский проспект, 72. Начало 11 июля 2026, цена — от 1500₽ до 4500₽.",stand-up,,11 июля 2026,,,,,,1500,от 1500 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/open-air-272733/og.png,https://kaverafisha.ru/saint-petersburg/events/open-air-272733,kaver,2026-07-12 00:20:31
,Стендап по-женски,Стендап по-женски,"Купить билеты на Стендап по-женски в городе Санкт-Петербург, Большая Конюшенная ул., 2. Начало 1 июля 2026, цена — от 590₽ до 1990₽.",stand-up,,1 июля 2026,,Сплетни бар by Anna Asti,,,,590,от 590 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/zhenskiyy-stendap-v-bare-spletni-255937/og.png,https://kaverafisha.ru/saint-petersburg/events/zhenskiyy-stendap-v-bare-spletni-255937,kaver,2026-07-12 00:20:33
,Элитный Стендап,Элитный Стендап,"Купить билеты на Элитный Стендап в городе Санкт-Петербург, Евгенич, улица Рубинштейна, 9/3литА. Начало 10 июля 2026, цена — от 600₽ до 700₽.",stand-up,,10 июля 2026,,,"улица Рубинштейна, 9/",,,600,от 600 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/elitnyy-stand-up-261391/og.png,https://kaverafisha.ru/saint-petersburg/events/elitnyy-stand-up-261391,kaver,2026-07-12 00:20:35
,Элитный стендап,Элитный стендап,"Купить билеты на Элитный стендап в городе Санкт-Петербург, Groodki, Невский проспект, 96. Начало 11 июля 2026, цена — от 400₽ до 900₽.",stand-up,,11 июля 2026,,,,,,400,от 400 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/elitnyy-stendap-313746/og.png,https://kaverafisha.ru/saint-petersburg/events/elitnyy-stendap-313746,kaver,2026-07-12 00:20:39
,Стендап проверка на троих,Стендап проверка на троих,"Купить билеты на Стендап проверка на троих в городе Санкт-Петербург, ул. Восстания 24/27Б. Начало 13 июля 2026, цена — 300₽.",stand-up,,13 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 13 июля 2026 в 21:30 Зав,,,900,от 900 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/stendap-proverka-na-troih-316315/og.png,https://kaverafisha.ru/saint-petersburg/events/stendap-proverka-na-troih-316315,kaver,2026-07-12 00:20:44
,Юля Чеснокова,Юля Чеснокова,"Купить билеты на Юля Чеснокова в городе Санкт-Петербург, ул. Восстания 24/27Б. Начало 14 июля 2026, цена — от 500₽ до 700₽.",stand-up,,14 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 14 июля 2026 в 20:00 Зав,,,500,от 500 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/zhenskiyy-stendap-vecher-yulya-chesnokova-273234/og.png,https://kaverafisha.ru/saint-petersburg/events/zhenskiyy-stendap-vecher-yulya-chesnokova-273234,kaver,2026-07-12 00:20:46
,Леонид Кулаков | 19:00,Леонид Кулаков | 19:00,"Купить билеты на Леонид Кулаков | 19:00 в городе Санкт-Петербург, ул. Восстания 24/27Б. Начало 15 июля 2026, цена — от 2000₽ до 2500₽.",stand-up,,15 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 15 июля 2026 в 19:00 Зав,,,2000,от 2000 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/leonid-kulakov-1900-316554/og.png,https://kaverafisha.ru/saint-petersburg/events/leonid-kulakov-1900-316554,kaver,2026-07-12 00:20:48
,Леонид Кулаков | 21:30,Леонид Кулаков | 21:30,"Купить билеты на Леонид Кулаков | 21:30 в городе Санкт-Петербург, ул. Восстания 24/27Б. Начало 15 июля 2026, цена — от 2000₽ до 2500₽.",stand-up,,15 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 15 июля 2026 в 19:00 Зав,,,2000,от 2000 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/leonid-kulakov-2130-316557/og.png,https://kaverafisha.ru/saint-petersburg/events/leonid-kulakov-2130-316557,kaver,2026-07-12 00:20:50
,Книжный стендап,Книжный стендап,"Купить билеты на Книжный стендап в городе Санкт-Петербург, Лиговский пр. 50, корп.4. Начало 16 июля 2026, цена — от 500₽ до 650₽.",stand-up,,16 июля 2026,,Popravka,пр. 50,,,500,от 500 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/knizhnyy-stendap-311444/og.png,https://kaverafisha.ru/saint-petersburg/events/knizhnyy-stendap-311444,kaver,2026-07-12 00:20:52
,Гассан Джабер,Гассан Джабер,"Купить билеты на Гассан Джабер в городе Санкт-Петербург, ул. Восстания 24/27Б. Начало 17 июля 2026, цена — от 1000₽ до 1300₽.",stand-up,,17 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 17 июля 2026 в 19:00 Зав,,,1000,от 1000 ₽,False,16+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/stendap-kontsert-305662/og.png,https://kaverafisha.ru/saint-petersburg/events/stendap-kontsert-305662,kaver,2026-07-12 00:20:54
,Тимур Каргинов. Проверочный концерт,Тимур Каргинов. Проверочный концерт,"Купить билеты на Тимур Каргинов. Проверочный концерт в городе Санкт-Петербург, ул. Восстания 24/27Б. Начало 17 июля 2026, цена — от 2000₽ до 2500₽.",stand-up,,17 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 17 июля 2026 в 21:30 Зав,,,2000,от 2000 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/timur-karginov-proverochnyy-kontsert-309982/og.png,https://kaverafisha.ru/saint-petersburg/events/timur-karginov-proverochnyy-kontsert-309982,kaver,2026-07-12 00:20:59
,Вечеринка на крыше,Вечеринка на крыше,"Купить билеты на Вечеринка на крыше в городе Санкт-Петербург, Петроградская набережная, 18. Начало 11 июля 2026, цена — 1500₽.",stand-up,,11 июля 2026,,Крыша 18,,,,900,от 900 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/vecherinka-na-kryshe-317089/og.png,https://kaverafisha.ru/saint-petersburg/events/vecherinka-na-kryshe-317089,kaver,2026-07-12 00:21:01
,Спектакль Москва-Петушки,Спектакль Москва-Петушки,"Купить билеты на Москва-Петушки в городе Санкт-Петербург, ул. Чайковского, 16. Начало 11 июля 2026, цена — 2000₽.",stand-up,,11 июля 2026,,Курт,"ул. Чайковского, 16",,,1000,от 1000 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/moskva-petushki-304263/og.png,https://kaverafisha.ru/saint-petersburg/events/moskva-petushki-304263,kaver,2026-07-12 00:21:03
,Ломанные ритмы х Хобо и друзья,Ломанные ритмы х Хобо и друзья,"Купить билеты на Ломанные ритмы х Хобо и друзья в городе Санкт-Петербург, Кожевенная линия, 34. Начало 11 июля 2026, цена — Бесплатно.",stand-up,,11 июля 2026,,«Ритмы» Диско Бар,,,,1500,от 1500 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/vecherinka-hobo-i-druzya-hobo-and-friends-311868/og.png,https://kaverafisha.ru/saint-petersburg/events/vecherinka-hobo-i-druzya-hobo-and-friends-311868,kaver,2026-07-12 00:21:05
,Выставка История всего: от Сотворения до Апокалипсиса,Выставка История всего: от Сотворения до Апокалипсиса,"Купить билеты на История всего: от Сотворения до Апокалипсиса в городе Санкт-Петербург, Кирочная ул., 8В. Начало 6 мая 2026, цена — 1000₽.",stand-up,,6 мая 2026,,Анненкирхе,,,,1500,от 1500 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/istoriya-vsego-ot-sotvoreniya-do-apokalipsisa-311062/og.png,https://kaverafisha.ru/saint-petersburg/events/istoriya-vsego-ot-sotvoreniya-do-apokalipsisa-311062,kaver,2026-07-12 00:21:08
,Спектакль Псоглавцы,Спектакль Псоглавцы,"Купить билеты на Псоглавцы в городе Санкт-Петербург, ул. Чайковского, 16. Начало 7 июля 2026, цена — 1800₽.",stand-up,,7 июля 2026,,Курт,"ул. Чайковского, 16",,,1000,от 1000 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/psoglavtsy-314399/og.png,https://kaverafisha.ru/saint-petersburg/events/psoglavtsy-314399,kaver,2026-07-12 00:21:12
,Музыка в оранжерее,Музыка в оранжерее,"Купить билеты на Музыка в оранжерее в городе Санкт-Петербург, Потемкинская, 2, лит.Г. Начало 18 июня 2026, цена — от 1500₽ до 5000₽.",stand-up,,18 июня 2026,,Оранжерея таврического сада,,,,1500,от 1500 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/muzyka-v-oranzheree-251917/og.png,https://kaverafisha.ru/saint-petersburg/events/muzyka-v-oranzheree-251917,kaver,2026-07-12 00:21:17
,Выставка Время жить,Выставка Время жить,"Купить билеты на Время жить в городе Санкт-Петербург, Гороховая улица, 49Б. Начало 3 июля 2026, цена — 1000₽.",stand-up,,3 июля 2026,,Путь,,,,400,от 400 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/vremya-zhit-306495/og.png,https://kaverafisha.ru/saint-petersburg/events/vremya-zhit-306495,kaver,2026-07-12 00:21:21
,Конь не валялся: побеждаем прокрастинацию,Конь не валялся: побеждаем прокрастинацию,"Купить билеты на Конь не валялся: побеждаем прокрастинацию в городе Санкт-Петербург, Онлайн. Начало 14 июля 2026, цена — Бесплатно.",stand-up,,14 июля 2026,,,,,,1000,от 1000 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/kon-ne-valyalsya-pobezhdaem-prokrastinatsiyu-281392/og.png,https://kaverafisha.ru/saint-petersburg/events/kon-ne-valyalsya-pobezhdaem-prokrastinatsiyu-281392,kaver,2026-07-12 00:21:26
,В свечах: Джаз в особняке Половцова,В свечах: Джаз в особняке Половцова,"Купить билеты на В свечах: Джаз в особняке Половцова в городе Санкт-Петербург, Большая Морская улица, 52. Начало 12 июля 2026, цена — от 1500₽ до 6500₽.",concert,,12 июля 2026,,Особняк А.А. Половцова,,,,1500,от 1500 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/vsvechah-jaz-v-osobnyake-polovtsova-262884/og.png,https://kaverafisha.ru/saint-petersburg/events/vsvechah-jaz-v-osobnyake-polovtsova-262884,kaver,2026-07-12 00:21:32
,В свечах: Шедевры классики в особняке Половцова,В свечах: Шедевры классики в особняке Половцова,"Купить билеты на В свечах: Шедевры классики в особняке Половцова в городе Санкт-Петербург, Большая Морская улица, 52. Начало 22 июня 2026, цена — от 3000₽ до 7500₽.",concert,,22 июня 2026,,Особняк А.А. Половцова,,,,3000,от 3000 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/vsvechah-shedevry-klassiki-v-osobnyake-polovtsova-264817/og.png,https://kaverafisha.ru/saint-petersburg/events/vsvechah-shedevry-klassiki-v-osobnyake-polovtsova-264817,kaver,2026-07-12 00:21:34
,Музыка из кино на органе,Музыка из кино на органе,"Купить билеты на Музыка из кино на органе в городе Санкт-Петербург, Кирочная ул., 8В. Начало 25 июня 2026, цена — от 1600₽ до 1800₽.",concert,,25 июня 2026,,Анненкирхе,,,,1600,от 1600 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/muzyka-iz-kino-na-organe-pyatnitsa-249570/og.png,https://kaverafisha.ru/saint-petersburg/events/muzyka-iz-kino-na-organe-pyatnitsa-249570,kaver,2026-07-12 00:21:36
,Музыкальный рейс «Плыви со звуком»,Музыкальный рейс «Плыви со звуком»,"Купить билеты на Музыкальный рейс «Плыви со звуком» в городе Санкт-Петербург, Причал: набережная реки Фонтанки, 15. Начало 7 июня 2026, цена — от 1600₽ до 2200₽.",concert,,7 июня 2026,,,"набережная реки Фонтанки, 15",,,1600,от 1600 ₽,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/muzykalnyy-reyys-plyvi-so-zvukom-314457/og.png,https://kaverafisha.ru/saint-petersburg/events/muzykalnyy-reyys-plyvi-so-zvukom-314457,kaver,2026-07-12 00:21:38
,Шаманский саундхиллинг-погружение,Шаманский саундхиллинг-погружение,"Купить билеты на Шаманский саундхиллинг-погружение в городе Санкт-Петербург, Душевно, улица Профессора Попова, 23В. Начало 13 июля 2026, цена — от 1₽ до 2000₽.",concert,,13 июля 2026,,,"улица Профессора Попова, 23В",,,1,от 1 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/shamanskiyy-saundhilling-pogruzhenie-317206/og.png,https://kaverafisha.ru/saint-petersburg/events/shamanskiyy-saundhilling-pogruzhenie-317206,kaver,2026-07-12 00:21:40
,ЭлектроСимфония,ЭлектроСимфония,"Купить билеты на ЭлектроСимфония в городе Санкт-Петербург, наб. Обводного канала, 74Ц. Начало 15 июля 2026, цена — от 1200₽ до 1500₽.",concert,,15 июля 2026,,Планетарий 1,"наб. Обводного канала, 74Ц",,,1200,от 1200 ₽,False,16+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/elektrosimfoniya-316311/og.png,https://kaverafisha.ru/saint-petersburg/events/elektrosimfoniya-316311,kaver,2026-07-12 00:21:43
,"Выставка Лунный свет. Дебюсси, Равель, Сати","Выставка Лунный свет. Дебюсси, Равель, Сати","Купить билеты на Лунный свет. Дебюсси, Равель, Сати в городе Санкт-Петербург, Кирочная ул., 8В. Начало 16 июля 2026, цена — от 1600₽ до 1800₽.",concert,,16 июля 2026,,Анненкирхе,,,,1600,от 1600 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/lunnyy-svet-kontsert-v-annenkirhe-252101/og.png,https://kaverafisha.ru/saint-petersburg/events/lunnyy-svet-kontsert-v-annenkirhe-252101,kaver,2026-07-12 00:21:45
,Космический джаз: Эми Уайнхаус,Космический джаз: Эми Уайнхаус,"Купить билеты на Космический джаз: Эми Уайнхаус в городе Санкт-Петербург, наб. Обводного канала, 74Ц. Начало 16 июля 2026, цена — от 1200₽ до 1500₽.",concert,,16 июля 2026,,Планетарий 1,"наб. Обводного канала, 74Ц",,,1200,от 1200 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/kosmicheskiyy-jaz-emi-uayynhaus-314134/og.png,https://kaverafisha.ru/saint-petersburg/events/kosmicheskiyy-jaz-emi-uayynhaus-314134,kaver,2026-07-12 00:21:47
,В свечах: Шедевры классики в Усадьбе Державина,В свечах: Шедевры классики в Усадьбе Державина,"Купить билеты на В свечах: Шедевры классики в Усадьбе Державина в городе Санкт-Петербург, Музей-усадьба Г.Р. Державина, набережная реки Фонтанки, 118. Начало 17 июля 2026, цена — от 3000₽ до 6500₽.",concert,,17 июля 2026,,,"набережная реки Фонтанки, 118",,,3000,от 3000 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/v-tsvetah-shedevry-klassiki-v-usadbe-derzhavina-292116/og.png,https://kaverafisha.ru/saint-petersburg/events/v-tsvetah-shedevry-klassiki-v-usadbe-derzhavina-292116,kaver,2026-07-12 00:21:49
,Вселенная голосов: музыкальное шоу Юlайк,Вселенная голосов: музыкальное шоу Юlайк,"Купить билеты на Вселенная голосов: музыкальное шоу Юlайк в городе Санкт-Петербург, наб. Обводного канала, 74Ц. Начало 17 июля 2026, цена — от 1500₽ до 2500₽.",concert,,17 июля 2026,,Планетарий 1,"наб. Обводного канала, 74Ц",,,1500,от 1500 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/vselennaya-golosov-muzykalnoe-shou-yulayyk-316634/og.png,https://kaverafisha.ru/saint-petersburg/events/vselennaya-golosov-muzykalnoe-shou-yulayyk-316634,kaver,2026-07-12 00:21:52
,Магия свечей. «Эми Уайнхаус. Джаз на крыше»,Магия свечей. «Эми Уайнхаус. Джаз на крыше»,"Купить билеты на Магия свечей. «Эми Уайнхаус. Джаз на крыше» в городе Санкт-Петербург, Крыша 360, проспект Римского-Корсакова, 5-7. Начало 17 июля 2026, цена — от 3300₽ до 3900₽.",concert,,17 июля 2026,,,"проспект Римского-Корсакова, 5",,,3300,от 3300 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/magiya-svecheyy-amy-winehouse-jaz-na-kryshe-316666/og.png,https://kaverafisha.ru/saint-petersburg/events/magiya-svecheyy-amy-winehouse-jaz-na-kryshe-316666,kaver,2026-07-12 00:21:54
,КняZz. Фокусник,КняZz. Фокусник,"Купить билеты на КняZz. Фокусник в городе Санкт-Петербург, Ледовый дворец, проспект Пятилеток, 1. Начало 19 июля 2026, цена — от 2500₽ до 14000₽.",concert,,19 июля 2026,,,"проспект Пятилеток, 1",,,2500,от 2500 ₽,False,16+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/knyazz-fokusnik-315459/og.png,https://kaverafisha.ru/saint-petersburg/events/knyazz-fokusnik-315459,kaver,2026-07-12 00:21:56
,Звёздные войны. Музыкальное шоу,Звёздные войны. Музыкальное шоу,"Купить билеты на Звёздные войны. Музыкальное шоу в городе Санкт-Петербург, наб. Обводного канала, 74Ц. Начало 23 июля 2026, цена — от 2000₽ до 3000₽.",concert,,23 июля 2026,,Планетарий 1,"наб. Обводного канала, 74Ц",,,2000,от 2000 ₽,False,6+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/zvezdnye-voyyny-organnoe-shou-284753/og.png,https://kaverafisha.ru/saint-petersburg/events/zvezdnye-voyyny-organnoe-shou-284753,kaver,2026-07-12 00:21:58
,Аватар,Аватар,"Купить билеты на Аватар в городе Санкт-Петербург, наб. Обводного канала, 74Ц. Начало 24 июля 2026, цена — от 3000₽ до 5000₽.",concert,,24 июля 2026,,Планетарий 1,"наб. Обводного канала, 74Ц",,,3000,от 3000 ₽,False,12+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/avatar-312763/og.png,https://kaverafisha.ru/saint-petersburg/events/avatar-312763,kaver,2026-07-12 00:22:00
,Рейв на крыше с оркестром,Рейв на крыше с оркестром,"Купить билеты на Рейв на крыше с оркестром в городе Санкт-Петербург, Кожевенная линия, 30. Начало 25 июля 2026, цена — от 1900₽ до 6000₽.",concert,,25 июля 2026,,Roof Place,,,,1900,от 1900 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/reyyv-na-kryshe-s-orkestrom-316676/og.png,https://kaverafisha.ru/saint-petersburg/events/reyyv-na-kryshe-s-orkestrom-316676,kaver,2026-07-12 00:22:02
